run,seconds
0,0.025835
0,0.026079
0,0.027098
0,0.020297
0,0.017186
0,0.018286
0,0.018657
0,0.017236
0,0.020589
0,0.017305
0,0.019615
0,0.018322
0,0.019826
